"","Dolphin.ID","Dolphin.Name","Sex","Mother.ID","Haplotype","Birth.Date","Birth.Date.Primary.Assigner","Birth.Date.Accuracy","Death.Date","Death.Date.Primary.Assigner","Death.Date.Accuracy","NextCalfBDay","NextCalfBDayAccuracy","NextCalfName","NextCalfID","NextCalfBDayAssigner","Mom.Name","MomBDay","MomDDay","CalfAgeDeath","MomAgeBirth","TimeToNextBirth","DeathMonth","Season","Present","CalfAgeDeathYrs","EventCensored","MomDeadCensored","MomAliveCensored","TimeToEvent","CalfAgeDeathCategories","a.Calf.under.3mo","b.Calf.3mo.to.1y","c.Calf.1y.to.2y","d.Calf.2y.to.3y"
"94","MAY","MAYHEM",NA,"MUN","E",1990-10-01,"KAW","WEEK ESTIMATE",1991-03-26,"JM","MONTH ESTIMATE",1992-09-15,"MONTH ESTIMATE","BARELYEXISTED","BYX","JM","MUNCH",1967-11-01,2006-09-01,176,22.9158110882957,1.4757015742642,3,0,2025-03-30,0.48186173853525,1,0,0,1.4757015742642,"b.Calf.3mo.to.1y",0,1,0,0
"95","BYX","BARELYEXISTED",NA,"MUN","E",1992-09-15,"JM","MONTH ESTIMATE",1992-12-04,"JM","MONTH ESTIMATE",1995-12-01,"WEEK ESTIMATE","MAYBENOT","MBE","JM","MUNCH",1967-11-01,2006-09-01,80,24.8733744010951,2.98973305954825,12,1,2025-03-30,0.219028062970568,1,0,0,2.98973305954825,"a.Calf.under.3mo",1,0,0,0
"96","MBE","MAYBENOT",NA,"MUN","E",1995-12-01,"JM","WEEK ESTIMATE",1996-03-14,"JM","MONTH ESTIMATE",1999-11-15,"MONTH ESTIMATE","ALMOSTWAS","ALW","JM","MUNCH",1967-11-01,2006-09-01,104,28.082135523614,3.67145790554415,3,0,2025-03-30,0.284736481861739,1,0,0,3.67145790554415,"b.Calf.3mo.to.1y",0,1,0,0
"97","ALW","ALMOSTWAS",NA,"MUN","E",1999-11-15,"JM","MONTH ESTIMATE",2000-03-15,"JM","MONTH ESTIMATE",NA,NA,NA,NA,NA,"MUNCH",1967-11-01,2006-09-01,121,32.0383299110199,NA,3,0,2025-03-30,0.331279945242984,0,1,0,6.46406570841889,"b.Calf.3mo.to.1y",0,1,0,0
"98","CDC","COLDCASE","UNKNOWN","MYS","A",2018-11-01,"JM","MONTH ESTIMATE",2019-01-25,"JM","MONTH ESTIMATE",2020-11-01,"MONTH ESTIMATE","SUSPICION","SUS","JM","MYSTIQUE",1999-01-01,NA,85,19.8329911019849,1.76865160848734,1,1,2025-03-30,0.232717316906229,1,0,0,1.76865160848734,"a.Calf.under.3mo",1,0,0,0
"99","SWA","SWALLOW",NA,"NIB","E",1991-11-01,"JM","MONTH ESTIMATE",1992-10-15,"JM","MONTH ESTIMATE",1993-12-15,"MONTH ESTIMATE","NOSH","NSH","JM","NIBBLES",1972-11-01,2009-05-01,349,18.9979466119097,1.16632443531828,10,1,2025-03-30,0.955509924709103,1,0,0,1.16632443531828,"b.Calf.3mo.to.1y",0,1,0,0
"100","NPR","NIPPER","FEMALE","NIC","A",1987-11-20,"DIC","DAY ESTIMATE",1989-02-08,"DIC","DAY ESTIMATE",1990-04-16,"DAY ESTIMATE","RABBLE","RAB","JM","NICKY",1975-12-29,2015-07-06,446,11.8932238193018,1.18275154004107,2,0,2025-03-30,1.22108145106092,1,0,0,1.18275154004107,"c.Calf.1y.to.2y",0,0,1,0
"101","NAK","NAKITA","MALE","NIC","A",1993-12-01,"DIC","DAY ESTIMATE",1994-07-11,"DIC","DAY ESTIMATE",1995-08-23,"DAY ESTIMATE","HOLIKIN","HKI","DIC","NICKY",1975-12-29,2015-07-06,222,17.9247091033539,1.1170431211499,7,0,2025-03-30,0.607802874743327,1,0,0,1.1170431211499,"b.Calf.3mo.to.1y",0,1,0,0
"102","YUL","YULE","MALE","NIC","A",2006-12-25,"DIC","DAY ESTIMATE",2007-06-18,"JM","DAY ESTIMATE",2008-08-27,"DAY ESTIMATE","NOEL","NOE","JM","NICKY",1975-12-29,2015-07-06,175,30.9897330595483,1.1937029431896,6,0,2025-03-30,0.479123887748118,1,0,0,1.1937029431896,"b.Calf.3mo.to.1y",0,1,0,0
"103","NVL","NEVERLAND","UNKNOWN","NIR","A",2015-11-01,NA,"DAY ESTIMATE",2016-05-11,"VF","WEEK ESTIMATE",2017-12-15,"WEEK ESTIMATE","COBAIN","COB","JM","NIRVANA",2000-11-01,NA,192,14.9979466119097,1.59616700889802,5,0,2025-03-30,0.525667351129363,1,0,0,1.59616700889802,"b.Calf.3mo.to.1y",0,1,0,0
"104","NRL","NARLY",NA,"NOO","A",2005-11-24,"JM","WEEK ESTIMATE",2006-06-03,"JM","DAY ESTIMATE",2007-11-20,"WEEK ESTIMATE","CAVITY","CAV","JM","NOOK",1974-11-01,2014-05-01,191,31.0636550308008,1.46475017111567,6,0,2025-03-30,0.522929500342231,1,0,0,1.46475017111567,"b.Calf.3mo.to.1y",0,1,0,0
"105","CAV","CAVITY",NA,"NOO","A",2007-11-20,"JM","WEEK ESTIMATE",2008-08-13,"JM","WEEK ESTIMATE",2011-11-25,"DAY ESTIMATE","KINDLE","KDL","EK","NOOK",1974-11-01,2014-05-01,267,33.0513347022587,3.28268309377139,8,0,2025-03-30,0.731006160164271,1,0,0,3.28268309377139,"b.Calf.3mo.to.1y",0,1,0,0
"106","KDL","KINDLE","UNKNOWN","NOO","A",2011-11-25,"EK","DAY ESTIMATE",2013-02-01,"VF","MONTH ESTIMATE",NA,NA,NA,NA,NA,"NOOK",1974-11-01,2014-05-01,434,37.0650239561944,NA,2,0,2025-03-30,1.18822724161533,0,1,0,1.24298425735797,"c.Calf.1y.to.2y",0,0,1,0
"107","CTA","CALAMATA",NA,"OLI","A",2007-10-01,"JM","MONTH ESTIMATE",2009-04-16,"JM","MONTH ESTIMATE",2010-11-01,"MONTH ESTIMATE","BRUSCHETTA","BRS","JM","OLIVE",1979-11-01,NA,563,27.9151266255989,1.54414784394251,4,0,2025-03-30,1.54140999315537,1,0,0,1.54414784394251,"c.Calf.1y.to.2y",0,0,1,0
"108","OBT","ORBIT",NA,"PDX",NA,1988-11-01,"RCC","MONTH ESTIMATE",1989-05-18,"JM","WEEK ESTIMATE",NA,NA,NA,NA,NA,"POINDEXTER",1966-11-01,1995-05-01,198,22.0013689253936,NA,5,0,2025-03-30,0.542094455852156,0,1,0,5.95208761122519,"b.Calf.3mo.to.1y",0,1,0,0
"109","ANK","ANKLET",NA,"PEG","A",2000-11-23,"RW","DAY ESTIMATE",2001-01-11,"JM","DAY ESTIMATE",2003-01-01,"DAY ESTIMATE","STARLET","STA","AS","PEGLET",1989-11-01,2015-06-18,49,11.0609171800137,1.97125256673511,1,1,2025-03-30,0.134154688569473,1,0,0,1.97125256673511,"a.Calf.under.3mo",1,0,0,0
"110","HAP","HARP","UNKNOWN","PIC","E",2015-12-11,"JM","DAY ESTIMATE",2015-12-14,"JM","DAY ESTIMATE",2017-01-08,"DAY ESTIMATE","DIZI","DIZ","DIC","PICCOLO",1992-12-06,NA,3,23.0116358658453,1.07049965776865,12,1,2025-03-30,0.0082135523613963,1,0,0,1.07049965776865,"a.Calf.under.3mo",1,0,0,0
"111","DIZ","DIZI","UNKNOWN","PIC","E",2017-01-08,"DIC","DAY ESTIMATE",2017-03-16,"JM","DAY ESTIMATE",2018-10-14,"DAY ESTIMATE","PANFLUTE","PNF","DIC","PICCOLO",1992-12-06,NA,67,24.0903490759754,1.57973990417522,3,0,2025-03-30,0.183436002737851,1,0,0,1.57973990417522,"a.Calf.under.3mo",1,0,0,0
"112","EXO","EXORCIST","UNKNOWN","POL","E",2012-11-01,"MMW","MONTH ESTIMATE",2014-05-09,"JM","MONTH ESTIMATE",2015-10-21,"DAY ESTIMATE","HALLOWEEN","HLW","EK","POLTERGEIST",1994-11-01,2019-05-01,554,18.0013689253936,1.45106091718001,5,0,2025-03-30,1.51676933607118,1,0,0,1.45106091718001,"c.Calf.1y.to.2y",0,0,1,0
"113","HLW","HALLOWEEN","UNKNOWN","POL","E",2015-10-21,"EK","DAY ESTIMATE",2016-06-23,"JM","WEEK ESTIMATE",NA,NA,NA,NA,NA,"POLTERGEIST",1994-11-01,2019-05-01,246,20.9691991786448,NA,6,0,2025-03-30,0.673511293634497,0,1,0,2.85284052019165,"b.Calf.3mo.to.1y",0,1,0,0
"114","PDD","PUDDIN",NA,"PSU","E",1994-11-01,"JM","MONTH ESTIMATE",1995-05-19,"JM","MONTH ESTIMATE",1996-10-07,"DAY ESTIMATE","SYMPHONY","SYM","KH","PSEUDOPEE",1966-11-01,2005-05-01,199,28,1.38809034907598,5,0,2025-03-30,0.544832306639288,1,0,0,1.38809034907598,"b.Calf.3mo.to.1y",0,1,0,0
"115","NNM","NONAME",NA,"PUC","E",1989-01-10,"DIC","WEEK ESTIMATE",1989-01-30,"DIC","DAY ESTIMATE",1990-03-02,"DAY ESTIMATE","PETAL","PET","DIC","PUCK",1976-12-01,2019-03-22,20,12.1095140314853,1.08418891170431,1,1,2025-03-30,0.054757015742642,1,0,0,1.08418891170431,"a.Calf.under.3mo",1,0,0,0
"116","PET","PETAL",NA,"PUC","E",1990-03-02,"DIC","DAY ESTIMATE",1990-03-07,"DIC","DAY ESTIMATE",1991-05-18,"DAY ESTIMATE","PEPE","PEP","DIC","PUCK",1976-12-01,2019-03-22,5,13.2484599589322,1.19644079397673,3,0,2025-03-30,0.0136892539356605,1,0,0,1.19644079397673,"a.Calf.under.3mo",1,0,0,0
"117","PEP","PEPE","MALE","PUC","E",1991-05-18,"DIC","DAY ESTIMATE",1991-06-28,"JM","DAY ESTIMATE",1992-12-06,"DAY ESTIMATE","PICCOLO","PIC","DIC","PUCK",1976-12-01,2019-03-22,41,14.4585900068446,1.44284736481862,6,0,2025-03-30,0.112251882272416,1,0,0,1.44284736481862,"a.Calf.under.3mo",1,0,0,0
"118","WAD","WADA","FEMALE","PUC","E",2002-12-06,"AS","DAY ESTIMATE",2003-03-31,"DIC","DAY ESTIMATE",2004-05-07,"DAY ESTIMATE","INDIA","INI","DIC","PUCK",1976-12-01,2019-03-22,115,26.0123203285421,1.10335386721424,3,0,2025-03-30,0.314852840520192,1,0,0,1.10335386721424,"b.Calf.3mo.to.1y",0,1,0,0
"119","ENI","ENIGMA","UNKNOWN","PZL",NA,2017-12-15,"JM","WEEK ESTIMATE",2018-12-30,"JM","MONTH ESTIMATE",2020-11-01,"MONTH ESTIMATE","PARADOX","PAX","JM","PUZZLE",1997-11-01,NA,380,20.1204654346338,1.83983572895277,12,1,2025-03-30,1.0403832991102,1,0,0,1.83983572895277,"c.Calf.1y.to.2y",0,0,1,0
